Region/Country/Area,,Year,Series,Value
404,Kenya,2016,Supply per capita (gigajoules),19
404,Kenya,2017,Supply per capita (gigajoules),19
404,Kenya,2018,Supply per capita (gigajoules),19
296,Kiribati,1995,Primary energy production (petajoules),0
296,Kiribati,2000,Primary energy production (petajoules),0
296,Kiribati,2005,Primary energy production (petajoules),0
296,Kiribati,2010,Primary energy production (petajoules),1
296,Kiribati,2015,Primary energy production (petajoules),1
296,Kiribati,2016,Primary energy production (petajoules),1
296,Kiribati,2017,Primary energy production (petajoules),1
296,Kiribati,2018,Primary energy production (petajoules),1
296,Kiribati,1995,Net imports [Imports - Exports - Bunkers] (petajoules),0
296,Kiribati,2000,Net imports [Imports - Exports - Bunkers] (petajoules),1
296,Kiribati,2005,Net imports [Imports - Exports - Bunkers] (petajoules),1
296,Kiribati,2010,Net imports [Imports - Exports - Bunkers] (petajoules),1
296,Kiribati,2015,Net imports [Imports - Exports - Bunkers] (petajoules),1
296,Kiribati,2016,Net imports [Imports - Exports - Bunkers] (petajoules),1
296,Kiribati,2017,Net imports [Imports - Exports - Bunkers] (petajoules),1
296,Kiribati,2018,Net imports [Imports - Exports - Bunkers] (petajoules),1
296,Kiribati,1995,Total supply (petajoules),1
296,Kiribati,2000,Total supply (petajoules),1
296,Kiribati,2005,Total supply (petajoules),1
296,Kiribati,2010,Total supply (petajoules),1
296,Kiribati,2015,Total supply (petajoules),1
296,Kiribati,2016,Total supply (petajoules),1
296,Kiribati,2017,Total supply (petajoules),2
296,Kiribati,2018,Total supply (petajoules),2
296,Kiribati,1995,Supply per capita (gigajoules),11
296,Kiribati,2000,Supply per capita (gigajoules),11
296,Kiribati,2005,Supply per capita (gigajoules),14
296,Kiribati,2010,Supply per capita (gigajoules),13
296,Kiribati,2015,Supply per capita (gigajoules),12
296,Kiribati,2016,Supply per capita (gigajoules),12
296,Kiribati,2017,Supply per capita (gigajoules),14
296,Kiribati,2018,Supply per capita (gigajoules),14
412,Kosovo,2000,Primary energy production (petajoules),46
412,Kosovo,2005,Primary energy production (petajoules),59
412,Kosovo,2010,Primary energy production (petajoules),78
412,Kosovo,2015,Primary energy production (petajoules),76
412,Kosovo,2016,Primary energy production (petajoules),84
412,Kosovo,2017,Primary energy production (petajoules),75
412,Kosovo,2018,Primary energy production (petajoules),76
412,Kosovo,2000,Net imports [Imports - Exports - Bunkers] (petajoules),17
412,Kosovo,2005,Net imports [Imports - Exports - Bunkers] (petajoules),23
412,Kosovo,2010,Net imports [Imports - Exports - Bunkers] (petajoules),25
412,Kosovo,2015,Net imports [Imports - Exports - Bunkers] (petajoules),29
412,Kosovo,2016,Net imports [Imports - Exports - Bunkers] (petajoules),27
412,Kosovo,2017,Net imports [Imports - Exports - Bunkers] (petajoules),33
412,Kosovo,2018,Net imports [Imports - Exports - Bunkers] (petajoules),32
412,Kosovo,2000,Changes in stocks (petajoules),-1
412,Kosovo,2005,Changes in stocks (petajoules),0
412,Kosovo,2010,Changes in stocks (petajoules),-2
412,Kosovo,2015,Changes in stocks (petajoules),-1
412,Kosovo,2016,Changes in stocks (petajoules),-2
412,Kosovo,2017,Changes in stocks (petajoules),0
412,Kosovo,2018,Changes in stocks (petajoules),0
412,Kosovo,2000,Total supply (petajoules),65
412,Kosovo,2005,Total supply (petajoules),82
412,Kosovo,2010,Total supply (petajoules),105
412,Kosovo,2015,Total supply (petajoules),106
412,Kosovo,2016,Total supply (petajoules),113
412,Kosovo,2017,Total supply (petajoules),108
412,Kosovo,2018,Total supply (petajoules),109
412,Kosovo,2000,Supply per capita (gigajoules),38
412,Kosovo,2005,Supply per capita (gigajoules),48
412,Kosovo,2010,Supply per capita (gigajoules),59
412,Kosovo,2015,Supply per capita (gigajoules),59
412,Kosovo,2016,Supply per capita (gigajoules),64
412,Kosovo,2017,Supply per capita (gigajoules),60
412,Kosovo,2018,Supply per capita (gigajoules),60
414,Kuwait,1995,Primary energy production (petajoules),"4,802"
414,Kuwait,2000,Primary energy production (petajoules),"4,748"
414,Kuwait,2005,Primary energy production (petajoules),"6,080"
414,Kuwait,2010,Primary energy production (petajoules),"5,557"
414,Kuwait,2015,Primary energy production (petajoules),"7,011"
414,Kuwait,2016,Primary energy production (petajoules),"7,278"
414,Kuwait,2017,Primary energy production (petajoules),"6,772"
414,Kuwait,2018,Primary energy production (petajoules),"6,870"
414,Kuwait,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,968"
414,Kuwait,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,941"
414,Kuwait,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"-4,915"
414,Kuwait,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"-4,229"
414,Kuwait,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"-5,696"
414,Kuwait,2016,Net imports [Imports - Exports - Bunkers] (petajoules),"-5,863"
414,Kuwait,2017,Net imports [Imports - Exports - Bunkers] (petajoules),"-5,444"
414,Kuwait,2018,Net imports [Imports - Exports - Bunkers] (petajoules),"-5,540"
414,Kuwait,1995,Changes in stocks (petajoules),-1
414,Kuwait,2000,Changes in stocks (petajoules),-17
414,Kuwait,2005,Changes in stocks (petajoules),31
414,Kuwait,2010,Changes in stocks (petajoules),-22
414,Kuwait,2015,Changes in stocks (petajoules),-75
414,Kuwait,2016,Changes in stocks (petajoules),-108
414,Kuwait,2017,Changes in stocks (petajoules),-127
414,Kuwait,2018,Changes in stocks (petajoules),-130
414,Kuwait,1995,Total supply (petajoules),835
414,Kuwait,2000,Total supply (petajoules),824
414,Kuwait,2005,Total supply (petajoules),"1,133"
414,Kuwait,2010,Total supply (petajoules),"1,350"
414,Kuwait,2015,Total supply (petajoules),"1,389"
414,Kuwait,2016,Total supply (petajoules),"1,522"
414,Kuwait,2017,Total supply (petajoules),"1,455"
414,Kuwait,2018,Total supply (petajoules),"1,460"
414,Kuwait,1995,Supply per capita (gigajoules),513
414,Kuwait,2000,Supply per capita (gigajoules),424
414,Kuwait,2005,Supply per capita (gigajoules),500
414,Kuwait,2010,Supply per capita (gigajoules),451
414,Kuwait,2015,Supply per capita (gigajoules),362
414,Kuwait,2016,Supply per capita (gigajoules),385
414,Kuwait,2017,Supply per capita (gigajoules),359
414,Kuwait,2018,Supply per capita (gigajoules),353
417,Kyrgyzstan,1995,Primary energy production (petajoules),53
417,Kyrgyzstan,2000,Primary energy production (petajoules),60
417,Kyrgyzstan,2005,Primary energy production (petajoules),61
417,Kyrgyzstan,2010,Primary energy production (petajoules),53
417,Kyrgyzstan,2015,Primary energy production (petajoules),75
417,Kyrgyzstan,2016,Primary energy production (petajoules),77
417,Kyrgyzstan,2017,Primary energy production (petajoules),88
417,Kyrgyzstan,2018,Primary energy production (petajoules),97
417,Kyrgyzstan,1995,Net imports [Imports - Exports - Bunkers] (petajoules),51
417,Kyrgyzstan,2000,Net imports [Imports - Exports - Bunkers] (petajoules),38
417,Kyrgyzstan,2005,Net imports [Imports - Exports - Bunkers] (petajoules),53
417,Kyrgyzstan,2010,Net imports [Imports - Exports - Bunkers] (petajoules),63
417,Kyrgyzstan,2015,Net imports [Imports - Exports - Bunkers] (petajoules),103
417,Kyrgyzstan,2016,Net imports [Imports - Exports - Bunkers] (petajoules),81
417,Kyrgyzstan,2017,Net imports [Imports - Exports - Bunkers] (petajoules),79
417,Kyrgyzstan,2018,Net imports [Imports - Exports - Bunkers] (petajoules),93
417,Kyrgyzstan,1995,Changes in stocks (petajoules),3
417,Kyrgyzstan,2000,Changes in stocks (petajoules),-2
417,Kyrgyzstan,2005,Changes in stocks (petajoules),0
417,Kyrgyzstan,2010,Changes in stocks (petajoules),1
417,Kyrgyzstan,2015,Changes in stocks (petajoules),12
417,Kyrgyzstan,2016,Changes in stocks (petajoules),-4
417,Kyrgyzstan,2017,Changes in stocks (petajoules),5
417,Kyrgyzstan,2018,Changes in stocks (petajoules),-2
417,Kyrgyzstan,1995,Total supply (petajoules),101
417,Kyrgyzstan,2000,Total supply (petajoules),101
417,Kyrgyzstan,2005,Total supply (petajoules),114
417,Kyrgyzstan,2010,Total supply (petajoules),115
417,Kyrgyzstan,2015,Total supply (petajoules),167
417,Kyrgyzstan,2016,Total supply (petajoules),162
417,Kyrgyzstan,2017,Total supply (petajoules),162
417,Kyrgyzstan,2018,Total supply (petajoules),192
417,Kyrgyzstan,1995,Supply per capita (gigajoules),22
417,Kyrgyzstan,2000,Supply per capita (gigajoules),20
417,Kyrgyzstan,2005,Supply per capita (gigajoules),23
417,Kyrgyzstan,2010,Supply per capita (gigajoules),21
417,Kyrgyzstan,2015,Supply per capita (gigajoules),28
417,Kyrgyzstan,2016,Supply per capita (gigajoules),27
417,Kyrgyzstan,2017,Supply per capita (gigajoules),26
417,Kyrgyzstan,2018,Supply per capita (gigajoules),30
418,Lao People's Dem. Rep.,1995,Primary energy production (petajoules),56
418,Lao People's Dem. Rep.,2000,Primary energy production (petajoules),57
418,Lao People's Dem. Rep.,2005,Primary energy production (petajoules),64
418,Lao People's Dem. Rep.,2010,Primary energy production (petajoules),98
418,Lao People's Dem. Rep.,2015,Primary energy production (petajoules),162
418,Lao People's Dem. Rep.,2016,Primary energy production (petajoules),267
418,Lao People's Dem. Rep.,2017,Primary energy production (petajoules),276
418,Lao People's Dem. Rep.,2018,Primary energy production (petajoules),291
418,Lao People's Dem. Rep.,1995,Net imports [Imports - Exports - Bunkers] (petajoules),7
418,Lao People's Dem. Rep.,2000,Net imports [Imports - Exports - Bunkers] (petajoules),1
418,Lao People's Dem. Rep.,2005,Net imports [Imports - Exports - Bunkers] (petajoules),5
418,Lao People's Dem. Rep.,2010,Net imports [Imports - Exports - Bunkers] (petajoules),3
418,Lao People's Dem. Rep.,2015,Net imports [Imports - Exports - Bunkers] (petajoules),7
418,Lao People's Dem. Rep.,2016,Net imports [Imports - Exports - Bunkers] (petajoules),-26
418,Lao People's Dem. Rep.,2017,Net imports [Imports - Exports - Bunkers] (petajoules),-46
418,Lao People's Dem. Rep.,2018,Net imports [Imports - Exports - Bunkers] (petajoules),-54
418,Lao People's Dem. Rep.,2016,Changes in stocks (petajoules),34
418,Lao People's Dem. Rep.,2017,Changes in stocks (petajoules),-1
418,Lao People's Dem. Rep.,2018,Changes in stocks (petajoules),-1
418,Lao People's Dem. Rep.,1995,Total supply (petajoules),63
418,Lao People's Dem. Rep.,2000,Total supply (petajoules),58
418,Lao People's Dem. Rep.,2005,Total supply (petajoules),69
418,Lao People's Dem. Rep.,2010,Total supply (petajoules),100
418,Lao People's Dem. Rep.,2015,Total supply (petajoules),169
418,Lao People's Dem. Rep.,2016,Total supply (petajoules),206
418,Lao People's Dem. Rep.,2017,Total supply (petajoules),232
418,Lao People's Dem. Rep.,2018,Total supply (petajoules),239
418,Lao People's Dem. Rep.,1995,Supply per capita (gigajoules),13
418,Lao People's Dem. Rep.,2000,Supply per capita (gigajoules),11
418,Lao People's Dem. Rep.,2005,Supply per capita (gigajoules),12
418,Lao People's Dem. Rep.,2010,Supply per capita (gigajoules),16
418,Lao People's Dem. Rep.,2015,Supply per capita (gigajoules),25
418,Lao People's Dem. Rep.,2016,Supply per capita (gigajoules),30
418,Lao People's Dem. Rep.,2017,Supply per capita (gigajoules),33
418,Lao People's Dem. Rep.,2018,Supply per capita (gigajoules),34
428,Latvia,1995,Primary energy production (petajoules),60
428,Latvia,2000,Primary energy production (petajoules),59
428,Latvia,2005,Primary energy production (petajoules),78
428,Latvia,2010,Primary energy production (petajoules),83
428,Latvia,2015,Primary energy production (petajoules),98
428,Latvia,2016,Primary energy production (petajoules),102
428,Latvia,2017,Primary energy production (petajoules),108
428,Latvia,2018,Primary energy production (petajoules),119
428,Latvia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),134
428,Latvia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),99
428,Latvia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),116
428,Latvia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),78
428,Latvia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),84
428,Latvia,2016,Net imports [Imports - Exports - Bunkers] (petajoules),76
428,Latvia,2017,Net imports [Imports - Exports - Bunkers] (petajoules),72
428,Latvia,2018,Net imports [Imports - Exports - Bunkers] (petajoules),82
428,Latvia,1995,Changes in stocks (petajoules),1
428,Latvia,2000,Changes in stocks (petajoules),-4
428,Latvia,2005,Changes in stocks (petajoules),5
428,Latvia,2010,Changes in stocks (petajoules),-28
428,Latvia,2015,Changes in stocks (petajoules),3
428,Latvia,2016,Changes in stocks (petajoules),-1
428,Latvia,2017,Changes in stocks (petajoules),-4
428,Latvia,2018,Changes in stocks (petajoules),7
428,Latvia,1995,Total supply (petajoules),193
428,Latvia,2000,Total supply (petajoules),161
428,Latvia,2005,Total supply (petajoules),190
428,Latvia,2010,Total supply (petajoules),189
428,Latvia,2015,Total supply (petajoules),179
428,Latvia,2016,Total supply (petajoules),179
428,Latvia,2017,Total supply (petajoules),185
428,Latvia,2018,Total supply (petajoules),195
428,Latvia,1995,Supply per capita (gigajoules),77
428,Latvia,2000,Supply per capita (gigajoules),67
428,Latvia,2005,Supply per capita (gigajoules),82
428,Latvia,2010,Supply per capita (gigajoules),89
428,Latvia,2015,Supply per capita (gigajoules),90
428,Latvia,2016,Supply per capita (gigajoules),91
428,Latvia,2017,Supply per capita (gigajoules),95
428,Latvia,2018,Supply per capita (gigajoules),101
422,Lebanon,1995,Primary energy production (petajoules),8
422,Lebanon,2000,Primary energy production (petajoules),7
422,Lebanon,2005,Primary energy production (petajoules),10
422,Lebanon,2010,Primary energy production (petajoules),9
422,Lebanon,2015,Primary energy production (petajoules),8
422,Lebanon,2016,Primary energy production (petajoules),7
422,Lebanon,2017,Primary energy production (petajoules),8
422,Lebanon,2018,Primary energy production (petajoules),7
422,Lebanon,1995,Net imports [Imports - Exports - Bunkers] (petajoules),166
422,Lebanon,2000,Net imports [Imports - Exports - Bunkers] (petajoules),198
422,Lebanon,2005,Net imports [Imports - Exports - Bunkers] (petajoules),197
422,Lebanon,2010,Net imports [Imports - Exports - Bunkers] (petajoules),253
422,Lebanon,2015,Net imports [Imports - Exports - Bunkers] (petajoules),330
422,Lebanon,2016,Net imports [Imports - Exports - Bunkers] (petajoules),340
422,Lebanon,2017,Net imports [Imports - Exports - Bunkers] (petajoules),361
422,Lebanon,2018,Net imports [Imports - Exports - Bunkers] (petajoules),340
422,Lebanon,2000,Changes in stocks (petajoules),-1
422,Lebanon,1995,Total supply (petajoules),174
422,Lebanon,2000,Total supply (petajoules),207
422,Lebanon,2005,Total supply (petajoules),206
422,Lebanon,2010,Total supply (petajoules),262
422,Lebanon,2015,Total supply (petajoules),337
422,Lebanon,2016,Total supply (petajoules),348
422,Lebanon,2017,Total supply (petajoules),369
422,Lebanon,2018,Total supply (petajoules),348
422,Lebanon,1995,Supply per capita (gigajoules),50
422,Lebanon,2000,Supply per capita (gigajoules),55
422,Lebanon,2005,Supply per capita (gigajoules),51
422,Lebanon,2010,Supply per capita (gigajoules),53
422,Lebanon,2015,Supply per capita (gigajoules),52
422,Lebanon,2016,Supply per capita (gigajoules),52
422,Lebanon,2017,Supply per capita (gigajoules),54
422,Lebanon,2018,Supply per capita (gigajoules),51
426,Lesotho,1995,Primary energy production (petajoules),22
426,Lesotho,2000,Primary energy production (petajoules),28
426,Lesotho,2005,Primary energy production (petajoules),25
426,Lesotho,2010,Primary energy production (petajoules),27
426,Lesotho,2015,Primary energy production (petajoules),20
426,Lesotho,2016,Primary energy production (petajoules),19
426,Lesotho,2017,Primary energy production (petajoules),18
426,Lesotho,2018,Primary energy production (petajoules),17
426,Lesotho,1995,Net imports [Imports - Exports - Bunkers] (petajoules),19
426,Lesotho,2000,Net imports [Imports - Exports - Bunkers] (petajoules),20
426,Lesotho,2005,Net imports [Imports - Exports - Bunkers] (petajoules),22
426,Lesotho,2010,Net imports [Imports - Exports - Bunkers] (petajoules),25
426,Lesotho,2015,Net imports [Imports - Exports - Bunkers] (petajoules),26
